ID,SalePrice
1461,117208.96628440052
1462,171816.04320573024
1463,171780.95397806124
1464,190667.6150159589
1465,205090.38406146568
1466,170053.0092059098
1467,183007.56214899407
1468,158057.49329770106
1469,205690.42203397557
1470,116196.68715242023
1471,211089.1010595271
1472,108414.79188219497
1473,88271.48648098468
1474,149494.17115107662
1475,109492.70493625199
1476,332287.55478897353
1477,244793.4881211056
1478,314652.35375341505
1479,295044.2572105308
1480,429155.90754745237
1481,292486.5826859535
1482,218496.13867037356
1483,180298.7611633052
1484,181478.70564591768
1485,206961.3369802965
1486,211564.791707524
1487,302838.9867170722
1488,233004.90336736475
1489,182150.2714535094
1490,240345.29078260946
1491,210666.14113951888
1492,103557.69576601432
1493,203499.44701954586
1494,296155.65886833984
1495,286747.84625796776
1496,233441.85409639415
1497,170357.90548387915
1498,166793.90733962582
1499,169300.82318239147
1500,162780.52943106278
1501,202655.98267464424
1502,157065.8849626932
1503,298112.2017828545
1504,250820.28367277666
1505,229967.99354218616
1506,194622.02865912006
1507,247943.59226247642
1508,199931.6941433754
1509,150460.08292562584
1510,138142.46781119166
1511,151301.16204723337
1512,185919.08069644225
1513,149975.899590731
1514,146870.4667182327
1515,202921.18925235793
1516,159941.624009129
1517,158934.93217327647
1518,121133.06506182572
1519,248119.61575024563
1520,126987.65007721762
1521,118609.88131441562
1522,195864.92708106065
1523,85710.63971831875
1524,95289.27801449328
1525,94766.2645871263
1526,78275.51712497594
1527,88586.7472613228
1528,140064.8436875439
1529,134739.5122386195
1530,216863.8269988706
1531,171816.98539574398
1532,115918.79796405403
1533,165450.3129618756
1534,113972.97699415743
1535,152980.02685781248
1536,101662.63600902674
1537,68813.88913563467
1538,180703.95645351487
1539,211599.97556374624
1540,111282.70329586303
1541,139806.94463160203
1542,138626.4361998085
1543,208953.91282226268
1544,83076.86889632505
1545,117101.90336943217
1546,139566.95695901598
1547,155942.1300311251
1548,133971.56947454525
1549,129002.90501533593
1550,140549.04003034413
1551,135298.83410439236
1552,155382.03160777738
1553,180048.47057611638
1554,119145.73062235714
1555,169108.82916415302
1556,15182136.818882242
1557,89653.93966747246
1558,99154.7200292453
1559,113041.81788169888
1560,134361.10318170878
1561,120224.5851639116
1562,121239.49995160803
1563,115482.18564891536
1564,158455.3812562988
1565,137589.8267026366
1566,248201.13968682726
1567,68622.00845143602
1568,241783.11889833794
1569,105627.2233341753
1570,145642.44086768848
1571,107244.0249134437
1572,130315.66092388629
1573,248939.10286111402
1574,134420.11955191777
1575,254131.61572201873
1576,261768.9144353578
1577,205575.46677008903
1578,120043.5480098205
1579,142572.4010810752
1580,199374.63068948928
1581,154338.64527617113
1582,115588.41528577627
1583,307236.2165442043
1584,237625.02792211098
1585,163185.24810618366
1586,67015.58929357847
1587,85762.18356385153
1588,147165.7266796652
1589,105210.4134667037
1590,118780.2429366095
1591,87389.90092436827
1592,108411.70430474739
1593,136652.08563802746
1594,139428.01169971898
1595,144433.87377520016
1596,239197.90892868568
1597,177449.7374196383
1598,198515.70501952188
1599,211564.36242177332
1600,205581.52084684273
1601,41472.066104507634
1602,131653.882631925
1603,69777.20076699383
1604,267962.0575764541
1605,266235.1598750048
1606,163961.83862555967
1607,159521.489181146
1608,231846.3167214819
1609,191544.52075745375
1610,137899.33719607652
1611,147903.29463621601
1612,172912.01948993426
1613,162987.34089035794
1614,134118.2006176768
1615,82858.00154276888
1616,67045.0186612927
1617,60119.554390104524
1618,104700.51953810285
1619,149911.59538334032
1620,179162.88540267962
1621,134605.54248374913
1622,133588.61463191762
1623,262345.909713207
1624,223099.71427976567
1625,114182.69241393275
1626,177598.2756747326
1627,187495.8981500794
1628,288613.5031292171
1629,185135.87186945265
1630,313743.334903714
1631,195731.84608704754
1632,233244.9607330032
1633,193327.51244110626
1634,195792.1889509611
1635,189133.8954515033
1636,163720.84562604892
1637,191554.33220432006
1638,216065.05696088588
1639,178784.81328462387
1640,258533.29745472726
1641,186625.7733367382
1642,242828.18894980385
1643,228369.563392937
1644,244093.66024250226
1645,220257.54214784704
1646,165651.704111735
1647,161309.3857995124
1648,126273.6130066827
1649,135902.80737393076
1650,106069.42764598649
1651,105253.66565842938
1652,108577.14405566786
1653,105433.60426850684
1654,156105.85273629864
1655,152167.27860505393
1656,144512.34774661716
1657,154858.49059086555
1658,162374.14941504237
1659,115390.30911403256
1660,150775.6322350172
1661,396228.69237111905
1662,337402.4451130751
1663,350369.9444200838
1664,425612.1818405527
1665,311667.06435736816
1666,303138.31970590446
1667,329177.34110845486
1668,336956.06891845074
1669,300273.56109460094
1670,337385.27985532465
1671,262788.93337551516
1672,385697.4698873436
1673,283243.6957238455
1674,256168.34104378146
1675,197154.951486948
1676,201500.11023201933
1677,214194.4139016532
1678,420275.100854901
1679,339966.1865717685
1680,309188.1174134164
1681,269149.1361349445
1682,293895.9723050281
1683,193880.49522833063
1684,196649.49118188515
1685,184882.18113176114
1686,186296.8924103573
1687,185159.7176775105
1688,212449.40400905884
1689,210650.5920498672
1690,219577.29034420647
1691,210199.65837489307
1692,281479.76055459806
1693,194677.77614335244
1694,183223.36312796353
1695,164296.4640670895
1696,284734.15408847353
1697,155368.684866033
1698,323922.52889164886
1699,316026.19885419693
1700,258263.75737129065
1701,283219.8524643078
1702,256034.93898737524
1703,258037.9104684278
1704,278524.91708813445
1705,256934.72063383655
1706,384986.22438582976
1707,209292.16312792845
1708,204566.18368297728
1709,262327.83178989385
1710,237196.68549791168
1711,276421.47625396715
1712,249354.7778519942
1713,272456.43332537997
1714,230760.2926575523
1715,214932.42161411428
1716,183487.13226373534
1717,195771.8640265031
1718,150356.326786934
1719,210985.2421187232
1720,259019.5190883901
1721,187796.7812412917
1722,140922.9923075644
1723,164381.46030989967
1724,222291.40616182677
1725,249534.66317121207
1726,198453.80693428795
1727,160400.09863669562
1728,203782.8351274055
1729,155526.1332488283
1730,151768.04800282247
1731,118853.89609347978
1732,119811.99358175955
1733,110343.22397839498
1734,109397.72200192873
1735,138697.84674841596
1736,101031.70776661484
1737,314587.4524234781
1738,243686.92577047175
1739,267005.9828953549
1740,193100.90597891438
1741,192854.02675074604
1742,183996.71565543817
1743,191522.73758269197
1744,307510.9754089506
1745,224027.44221939013
1746,220717.26529713112
1747,226605.1817478268
1748,216760.23928834626
1749,168700.15092744562
1750,138837.58903170872
1751,261312.31087734393
1752,104060.84091654724
1753,144919.68590443511
1754,216272.313763152
1755,172572.8558121787
1756,120519.08214190944
1757,98498.43494043028
1758,151452.43490991395
1759,169439.448393954
1760,179447.47523581493
1761,154105.00432265006
1762,166842.20716842823
1763,176745.197609349
1764,109464.86377026337
1765,192863.7128740828
1766,189493.83317789578
1767,224563.01873473483
1768,146139.14957351724
1769,175258.30432002858
1770,158781.19095323025
1771,114395.66651376408
1772,142554.35474921527
1773,110562.52056665112
1774,161725.83290949994
1775,135757.9551683867
1776,135274.63377717038
1777,86033.43477361341
1778,147140.3565127663
1779,133935.89379899495
1780,179133.3157174849
1781,121280.54755834733
1782,48944.72610170445
1783,145303.48266080962
1784,84463.5549307657
1785,121389.63781825147
1786,142216.31991144273
1787,166157.9580659953
1788,23822.760063639867
1789,107593.05097616902
1790,56050.89815820941
1791,208533.22294895988
1792,153160.35638973012
1793,145621.25695270125
1794,170952.26551569774
1795,124500.08671103533
1796,134758.62949258622
1797,142715.97606177494
1798,100854.95836515345
1799,90795.59622087651
1800,117435.98398795158
1801,94213.47745944392
1802,131189.74921689573
1803,162201.02732825125
1804,139760.98082062227
1805,132478.30144067347
1806,136725.0318169139
1807,164539.5802605261
1808,115140.16266075925
1809,127984.9069994962
1810,152103.16174148387
1811,51769.045395954374
1812,104469.54602308696
1813,114501.5924591877
1814,79499.84654105811
1815,47842.047139681
1816,82271.32519655084
1817,121770.50388261565
1818,154194.19632872022
1819,143656.3220957509
1820,80568.75452182417
1821,95735.27177511441
1822,168390.44470043515
1823,44752.521894423386
1824,138646.69801022657
1825,128600.86002795516
1826,117924.86594724291
1827,102886.64226554128
1828,131423.95420593425
1829,155209.9434631098
1830,162914.81124430228
1831,165153.1698645647
1832,143615.60981170923
1833,162109.00117630427
1834,148038.73166695412
1835,150323.81326610112
1836,119134.94750310693
1837,123497.71664087457
1838,118893.49538774123
1839,50612.69411406478
1840,143614.1686324343
1841,128168.5753815574
1842,96083.68115056815
1843,120681.70710107537
1844,137331.23582371877
1845,117778.59566195434
1846,149160.01275563403
1847,158058.53097953048
1848,38674.68252464506
1849,116596.08612058789
1850,112627.9583647382
1851,155829.02566992794
1852,133052.74639383348
1853,140153.33446843378
1854,189142.29030461723
1855,179419.50382710068
1856,237907.94530464246
1857,177445.2426102726
1858,136882.00899112356
1859,111973.21673913108
1860,167751.13611864258
1861,111109.42039966368
1862,284653.45132194366
1863,283215.83399790246
1864,283229.4172055095
1865,346404.2019996367
1866,339695.1593290828
1867,237859.6900959411
1868,289671.9763385131
1869,227313.70558441797
1870,246738.04151222826
1871,267059.0738572839
1872,181448.8129842718
1873,242819.36033578016
1874,129588.70457953936
1875,199812.52432530242
1876,198000.22814695226
1877,229138.51824342224
1878,228425.9309848708
1879,120549.08537406124
1880,125493.35447492178
1881,256702.1972308246
1882,251352.53231645608
1883,201042.9609598737
1884,213387.09596968244
