ID,SalePrice
1461,112461.95506350894
1462,160997.60939240546
1463,189458.06150790842
1464,196520.65384793616
1465,202707.63965779447
1466,172741.5676115662
1467,181262.2467293387
1468,159384.01481311358
1469,203968.11747317735
1470,115848.07124960751
1471,165520.32734562203
1472,96695.24592867482
1473,93363.57816100158
1474,144297.2078099797
1475,105724.62564855901
1476,375886.1483063344
1477,260282.82004059092
1478,312083.0187208116
1479,305836.06217106734
1480,480247.1161982586
1481,312755.58713282447
1482,205045.19030518018
1483,177253.1352867311
1484,160777.06512727364
1485,178077.29793095202
1486,190059.86884749096
1487,336828.1374630231
1488,219860.69102314944
1489,203329.10260249928
1490,258954.06495792852
1491,198673.41230950275
1492,101951.17758325904
1493,196170.45471558257
1494,313915.476605127
1495,290553.16845648177
1496,248566.7502340163
1497,176695.78670475006
1498,175537.49122168394
1499,164163.14263528088
1500,148519.9153781572
1501,193085.33940709216
1502,131439.82903809243
1503,362333.97744791233
1504,234039.1062627765
1505,226176.47395158905
1506,190684.11330117474
1507,258510.09524680427
1508,196841.9215914537
1509,153006.48628557174
1510,142422.98458502596
1511,161526.46982894014
1512,180559.4981550989
1513,150634.9052500841
1514,168384.7993352386
1515,211376.02576783902
1516,155827.36861756086
1517,181699.04209439774
1518,123011.71029317836
1519,217286.27173097883
1520,126817.63025314079
1521,134130.32226960888
1522,186364.79354257692
1523,112644.91443119815
1524,124993.84049289578
1525,118172.6972608928
1526,107732.2423821697
1527,104394.23003947167
1528,132184.7456701482
1529,159137.6938067767
1530,205574.15803292915
1531,125258.40906092111
1532,92948.67008928864
1533,162173.1001512727
1534,127691.24951277822
1535,153066.99897168405
1536,92030.26801121005
1537,50558.16000765981
1538,150003.17404209558
1539,205269.74260849328
1540,121313.40356280623
1541,141207.69063919436
1542,164700.87441709408
1543,187881.87772528737
1544,73549.61450440658
1545,118031.56638532554
1546,135072.03185779203
1547,134717.644099121
1548,151167.4457050526
1549,126337.87472481737
1550,145115.89260057054
1551,108019.73856873732
1552,163322.29178536308
1553,152835.17592712972
1554,121425.79121993526
1555,157395.84395389623
1556,58199.389679646556
1557,141055.79276070572
1558,105172.00780440701
1559,61171.81467627903
1560,124509.39684401447
1561,155077.05487964398
1562,128757.57348852677
1563,129377.85440872799
1564,159992.244435364
1565,155962.08376276764
1566,226553.15488288816
1567,72246.27911457451
1568,219655.42183547016
1569,130771.55201129275
1570,125935.40489061482
1571,84611.6060043062
1572,149596.74502857096
1573,266812.96568724595
1574,137090.51535833304
1575,228226.13842999112
1576,230209.35185452327
1577,180582.62570082056
1578,155450.83215909338
1579,148285.21641959055
1580,190025.54272010244
1581,154170.84399272417
1582,133625.38931049246
1583,282284.7982275096
1584,220789.03821225962
1585,132906.55046393975
1586,81694.4527965209
1587,105716.98735172418
1588,151638.28579920574
1589,105013.80570219245
1590,127087.18362062189
1591,89609.65175938903
1592,128555.88175897804
1593,128725.47139317958
1594,154933.74461138775
1595,119272.78399399828
1596,229556.15687157304
1597,208651.50082448378
1598,209314.4936364568
1599,185526.24672200522
1600,165015.93841321397
1601,51193.73263283158
1602,125514.02235673997
1603,46898.15828747273
1604,275857.6376670862
1605,224014.5708232439
1606,155423.17852628996
1607,165006.63186782625
1608,199263.64881211313
1609,187703.9776273175
1610,148020.22428666757
1611,124212.15128483271
1612,184010.4463989066
1613,164413.7050327188
1614,127924.60616691245
1615,95957.8389106649
1616,72425.12070212723
1617,83771.0092553696
1618,134598.08384570412
1619,138517.97729115505
1620,180854.24910590218
1621,130960.47232557737
1622,147788.21319975317
1623,252239.5594731988
1624,203833.98386653044
1625,116887.2786184501
1626,166802.57038173624
1627,192414.6992254825
1628,278261.03249026195
1629,175701.2869734443
1630,369013.7998251469
1631,254893.16830157847
1632,248654.79155853737
1633,172318.5687641454
1634,184143.51129503446
1635,169815.6994170024
1636,145897.94797378647
1637,202245.3421591829
1638,173933.03387617777
1639,180651.8062707725
1640,234303.72025336188
1641,182041.1968034573
1642,255383.30176231524
1643,215951.58900698755
1644,239288.9354750345
1645,214669.64195703037
1646,154394.9387303494
1647,155791.3473809765
1648,126405.44001334065
1649,124974.4913770385
1650,116108.09194813689
1651,115063.48058433106
1652,96382.65685540633
1653,92630.18480913047
1654,143693.71312174297
1655,125093.08415840004
1656,141661.93680756036
1657,154243.53163776032
1658,146382.30396425692
1659,124086.96798487465
1660,148481.33318718956
1661,431861.1914835875
1662,391238.51387509354
1663,389132.0202985719
1664,523990.5849806095
1665,333991.51105059474
1666,322802.49435925833
1667,381965.0991387925
1668,361692.477889879
1669,321251.88640826754
1670,365192.6455833252
1671,270451.4978680707
1672,409501.559710106
1673,290195.8948407697
1674,247496.00949818877
1675,205135.41267454598
1676,208847.74815619717
1677,216579.51071942024
1678,478468.6526112368
1679,389848.0885675496
1680,344276.40023344534
1681,280648.95732183894
1682,320610.5492215366
1683,191056.77001310597
1684,165173.53064930704
1685,171694.1894554248
1686,163274.97664319523
1687,161980.47252850156
1688,181249.96881035864
1689,185840.75145391157
1690,188023.44449985793
1691,175570.77912858062
1692,251075.40583897874
1693,164986.04656682987
1694,182779.04626982842
1695,166356.6640987241
1696,259581.5831834496
1697,174844.12955805563
1698,337457.0243772323
1699,328220.29288443003
1700,273387.52479021973
1701,280476.7661248073
1702,233832.2875738057
1703,227766.7135421202
1704,270863.35794279166
1705,242645.82496959317
1706,197791.41328935375
1707,225875.80945742232
1708,201601.26148695874
1709,248148.9672921384
1710,220833.8702013827
1711,268415.6997573341
1712,255245.82621165106
1713,284523.5051576602
1714,228725.65539267156
1715,208349.1432155434
1716,184196.1854461053
1717,170001.9919532245
1718,150803.98289562468
1719,222228.01869082023
1720,253866.49977538726
1721,145457.2102443358
1722,115292.10177015251
1723,148556.4526809097
1724,216634.26844040127
1725,242909.27161703628
1726,185121.54301099552
1727,160287.31659277066
1728,150800.34803620857
1729,172082.69900577966
1730,163997.42924436062
1731,110147.60199477445
1732,133647.46588750274
1733,116808.37469921063
1734,121506.66005608725
1735,90285.6776632352
1736,94636.55524345563
1737,283035.6805518748
1738,275997.792147591
1739,252845.30439730317
1740,219662.61429677645
1741,191292.3530377559
1742,178314.04809808577
1743,168903.3517679325
1744,365229.02219716634
1745,219162.1556110511
1746,198276.13543961334
1747,214461.23882301213
1748,224250.8789407088
1749,137322.57156553815
1750,133037.8081350499
1751,225737.2512440581
1752,114231.6141022763
1753,156535.8457267241
1754,195026.87367077413
1755,172529.17934056974
1756,137984.7440465869
1757,118654.50269320412
1758,145658.15762433966
1759,161568.7579763713
1760,157406.0247054736
1761,152709.7994106691
1762,190426.002235877
1763,175101.07298768722
1764,114644.60077385188
1765,187007.0633000631
1766,194662.46608767586
1767,226569.79889616635
1768,139408.19442895593
1769,160683.09657525105
1770,146584.56924481227
1771,122938.12972094252
1772,133235.45653181677
1773,106337.85750117549
1774,154457.92332062384
1775,140670.4494332658
1776,128849.02672490347
1777,109956.54832764654
1778,146277.85746021997
1779,131454.26210251162
1780,159361.72451185333
1781,126624.86043373638
1782,75287.56072473695
1783,140802.4808540177
1784,94973.9557946756
1785,138059.94942883294
1786,118675.9058998944
1787,152092.03116311444
1788,51911.82866292997
1789,99583.62635254575
1790,63574.965097594046
1791,198232.4404865683
1792,166624.51660875898
1793,132743.14351162073
1794,160753.0709035681
1795,134327.09066829816
1796,140177.9865158934
1797,120639.31711758446
1798,122365.92280251891
1799,100737.03474010088
1800,123966.88657171172
1801,126108.8550267618
1802,109557.07053471665
1803,159211.76320437403
1804,120598.98196967904
1805,133186.1705075955
1806,126874.7496584082
1807,137897.5466482682
1808,115249.03695345376
1809,133077.8117913653
1810,138963.7571491111
1811,162821.22670519692
1812,110774.81701933677
1813,140600.75055700008
1814,98031.77033142559
1815,56163.27579208027
1816,103677.11311998221
1817,106889.29649520907
1818,167954.1367963866
1819,139653.4438773129
1820,30977.553136600764
1821,107864.2370457032
1822,149395.440227635
1823,31041.932278228865
1824,128955.97038997585
1825,145743.11000029344
1826,99874.96107790389
1827,107613.30855308982
1828,142977.4839775792
1829,128671.95113711487
1830,151609.67116291614
1831,156878.67521106367
1832,23830.903405560442
1833,146796.26190825496
1834,116481.77621190264
1835,122858.00918521805
1836,141077.89517163843
1837,81675.0289692446
1838,121942.50133368475
1839,113382.44186950114
1840,155434.763928625
1841,127639.96889970955
1842,66692.48144991888
1843,136381.81272041783
1844,147541.66676994934
1845,143061.09815857463
1846,153536.7014648566
1847,161924.40492575525
1848,41653.05839777374
1849,108142.16781519368
1850,114424.85471037228
1851,145847.64423681868
1852,106551.71672169559
1853,117467.01577558543
1854,168455.99071346028
1855,151236.41984908513
1856,216779.5992238983
1857,136423.72283201464
1858,152821.77759853282
1859,112158.34195442859
1860,139654.60238890644
1861,111113.3034193766
1862,300438.0886730382
1863,288438.224962587
1864,288466.54320387915
1865,367104.2598560767
1866,345862.62290998036
1867,214121.41595509168
1868,288026.6360324597
1869,207962.32655312665
1870,218671.05638801228
1871,258891.1909157945
1872,171199.20352868704
1873,242373.2468883775
1874,141555.02502984033
1875,191487.4573415759
1876,202154.0765843259
1877,209245.6602825873
1878,192825.13819057363
1879,139919.56633715463
1880,131880.31958312428
1881,246955.8678149079
1882,234108.90371862458
1883,179059.52773935223
1884,203369.96110412493
1885,228956.05900922426
1886,288210.2431300322
1887,217298.8228507051
1888,258672.3565241544
1889,165828.03651368708
1890,91707.51614016277
1891,97115.87253199215
1892,102307.07823432566
1893,128197.66347144937
1894,118180.26887146992
1895,135792.07473202117
1896,125938.12616350644
1897,118016.02191588553
1898,101600.24725520963
1899,166329.33898194242
1900,157418.05122147323
1901,200378.555556106
1902,179609.77213758437
1903,214373.58596740916
1904,163480.04663057273
1905,202386.43989203262
1906,166426.8312239955
1907,238319.58785791768
1908,113673.90043581513
1909,126648.82194295569
1910,119718.1590550548
1911,230437.7156156239
1912,330088.2159072971
1913,154909.9764226315
1914,40878.31422543657
1915,351832.07923882967
1916,48079.62556733319
1917,224060.89471328162
1918,131834.20818916013
1919,154196.47218808028
